RECORDING_SESSION_LABEL	TRIAL_INDEX	id	CURRENT_FIX_INDEX	CURRENT_FIX_LABEL	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_DURATION	IP_INDEX	IP_LABEL	TRIAL_LABEL	VIDEO_NAME_START	VIDEO_NAME_END	VIDEO_FRAME_INDEX_START	VIDEO_FRAME_INDEX_END	CURRENT_FIX_START	CURRENT_FIX_END	Session_Name_	Trial_Index_	Trial_Recycled_	attentioncatchaudio	attentioncatchvideo	identity	learnt	learntpos	left	novel	race	right	trial	variability	video
12070102	2	1w	25	Fixation: 31428 ms	911.6	980.5	58	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	824	825	31428	31485	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	26	Fixation: 31519 ms	943.7	966.4	118	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	826	830	31519	31636	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	27	Fixation: 31668 ms	935	952.5	164	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	831	836	31668	31831	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	28	Fixation: 31861 ms	1145	878.9	234	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	837	844	31861	32094	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	29	Fixation: 32112 ms	1156.5	872.1	28	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	844	845	32112	32139	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	30	Fixation: 32164 ms	1138.2	871.9	431	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	846	859	32164	32594	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	31	Fixation: 32641 ms	887.1	1087.2	377	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	860	871	32641	33017	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	32	Fixation: 33075 ms	984.6	916.4	119	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	873	877	33075	33193	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	33	Fixation: 33228 ms	994.9	915.9	122	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	878	881	33228	33349	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	34	Fixation: 33366 ms	998.9	932.7	332	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	882	892	33366	33697	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	35	Fixation: 33720 ms	994.8	933.6	103	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	892	895	33720	33822	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	36	Fixation: 34183 ms	1188.2	1296.4	79	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	906	909	34183	34261	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	37	Fixation: 34466 ms	1068.5	1009.6	254	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	915	922	34466	34719	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	38	Fixation: 34734 ms	1023.6	999.8	49	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	923	924	34734	34782	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	39	Fixation: 34804 ms	1065.4	922	124	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	925	929	34804	34927	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	40	Fixation: 34942 ms	1028.9	925.5	192	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	929	935	34942	35133	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	41	Fixation: 35177 ms	1024.9	951.3	47	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	936	938	35177	35223	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	42	Fixation: 35286 ms	915.9	1090.5	98	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	939	942	35286	35383	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	43	Fixation: 35400 ms	924.9	1109.1	241	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	943	950	35400	35640	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	44	Fixation: 35711 ms	1384	1090.7	187	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	952	958	35711	35897	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	45	Fixation: 35951 ms	1485.1	1035.4	140	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	959	964	35951	36090	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	46	Fixation: 36163 ms	1476.1	1035.9	132	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	966	970	36163	36294	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	47	Fixation: 36666 ms	1261.8	1354.1	34	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	981	982	36666	36699	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	48	Fixation: 36718 ms	1226.3	1261	41	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	982	984	36718	36758	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	49	Fixation: 36847 ms	1200.2	1181.3	34	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	986	987	36847	36880	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	50	Fixation: 36901 ms	1160.7	1096.6	363	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	988	999	36901	37263	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	51	Fixation: 37341 ms	1067.1	1023.9	164	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1001	1006	37341	37504	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	52	Fixation: 37525 ms	996.8	1048.9	548	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1007	1023	37525	38072	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	53	Fixation: 38087 ms	968.9	1067.7	40	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1023	1025	38087	38126	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	54	Fixation: 38154 ms	978	1084.1	29	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1025	1026	38154	38182	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	55	Fixation: 38236 ms	976	1083.3	74	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1028	1030	38236	38309	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	56	Fixation: 38401 ms	954.2	1060.2	327	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1033	1043	38401	38727	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	57	Fixation: 38753 ms	1018.6	1093.1	25	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1043	1044	38753	38777	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	58	Fixation: 39510 ms	1169.8	1188.5	38	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1066	1067	39510	39547	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	59	Fixation: 42554 ms	1052.1	1405.1	64	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1157	1159	42554	42617	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	60	Fixation: 42643 ms	1008.1	1315.6	196	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1160	1166	42643	42838	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	61	Fixation: 42868 ms	978	1281.9	44	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1167	1168	42868	42911	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	62	Fixation: 42938 ms	966.2	1272.7	27	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1169	1170	42938	42964	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	63	Fixation: 42990 ms	959.9	1280.3	109	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1171	1174	42990	43098	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	64	Fixation: 43142 ms	852.7	1293.4	106	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1175	1178	43142	43247	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	65	Fixation: 43505 ms	869.7	1259.4	25	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1186	1187	43505	43529	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	66	Fixation: 44576 ms	846.1	1150.6	29	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1218	1219	44576	44604	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	67	Fixation: 44763 ms	849.1	1145.3	37	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1224	1225	44763	44799	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
12070102	2	1w	68	Fixation: 45373 ms	912.5	1112.1	35	.	Full Trial Period	Trial: 2	data/0/W2L.mp4	data/0/W2L.mp4	1242	1243	45373	45407	12070102	2	False	attention4.wav	attention4.mp4	2	W2.jpg	1	W2.jpg	DW2.jpg	White	M3L_frame1.jpg	4w	L	W2L.mp4
