"Video_Frame_Index","Jaw_0_X","Jaw_0_Y","Jaw_1_X","Jaw_1_Y","Jaw_2_X","Jaw_2_Y","Jaw_3_X","Jaw_3_Y","Jaw_4_X","Jaw_4_Y","Jaw_5_X","Jaw_5_Y","Jaw_6_X","Jaw_6_Y","Jaw_7_X","Jaw_7_Y","Jaw_8_X","Jaw_8_Y","Jaw_9_X","Jaw_9_Y","Jaw_10_X","Jaw_10_Y","Jaw_11_X","Jaw_11_Y","Jaw_12_X","Jaw_12_Y","Jaw_13_X","Jaw_13_Y","Jaw_14_X","Jaw_14_Y","Jaw_15_X","Jaw_15_Y","Jaw_16_X","Jaw_16_Y","RightEyebrow_17_X","RightEyebrow_17_Y","RightEyebrow_18_X","RightEyebrow_18_Y","RightEyebrow_19_X","RightEyebrow_19_Y","RightEyebrow_20_X","RightEyebrow_20_Y","RightEyebrow_21_X","RightEyebrow_21_Y","LeftEyebrow_22_X","LeftEyebrow_22_Y","LeftEyebrow_23_X","LeftEyebrow_23_Y","LeftEyebrow_24_X","LeftEyebrow_24_Y","LeftEyebrow_25_X","LeftEyebrow_25_Y","LeftEyebrow_26_X","LeftEyebrow_26_Y","Nose_27_X","Nose_27_Y","Nose_28_X","Nose_28_Y","Nose_29_X","Nose_29_Y","Nose_30_X","Nose_30_Y","Nose_31_X","Nose_31_Y","Nose_32_X","Nose_32_Y","Nose_33_X","Nose_33_Y","Nose_34_X","Nose_34_Y","Nose_35_X","Nose_35_Y","RightEye_36_X","RightEye_36_Y","RightEye_37_X","RightEye_37_Y","RightEye_38_X","RightEye_38_Y","RightEye_39_X","RightEye_39_Y","RightEye_40_X","RightEye_40_Y","RightEye_41_X","RightEye_41_Y","LeftEye_42_X","LeftEye_42_Y","LeftEye_43_X","LeftEye_43_Y","LeftEye_44_X","LeftEye_44_Y","LeftEye_45_X","LeftEye_45_Y","LeftEye_46_X","LeftEye_46_Y","LeftEye_47_X","LeftEye_47_Y","Mouth_48_X","Mouth_48_Y","Mouth_49_X","Mouth_49_Y","Mouth_50_X","Mouth_50_Y","Mouth_51_X","Mouth_51_Y","Mouth_52_X","Mouth_52_Y","Mouth_53_X","Mouth_53_Y","Mouth_54_X","Mouth_54_Y","Mouth_55_X","Mouth_55_Y","Mouth_56_X","Mouth_56_Y","Mouth_57_X","Mouth_57_Y","Mouth_58_X","Mouth_58_Y","Mouth_59_X","Mouth_59_Y","Mouth_60_X","Mouth_60_Y","Mouth_61_X","Mouth_61_Y","Mouth_62_X","Mouth_62_Y","Mouth_63_X","Mouth_63_Y","Mouth_64_X","Mouth_64_Y","Mouth_65_X","Mouth_65_Y","Mouth_66_X","Mouth_66_Y","Mouth_67_X","Mouth_67_Y","Face_68_X","Face_68_Y","Face_69_X","Face_69_Y","Face_70_X","Face_70_Y","Face_71_X","Face_71_Y","Periocular_72_X","Periocular_72_Y","Periocular_73_X","Periocular_73_Y","Periocular_74_X","Periocular_74_Y","Periocular_75_X","Periocular_75_Y","LeftScreen_76_X","LeftScreen_76_Y","LeftScreen_77_X","LeftScreen_77_Y","LeftScreen_78_X","LeftScreen_78_Y","LeftScreen_79_X","LeftScreen_79_Y","RightScreen_80_X","RightScreen_80_Y","RightScreen_81_X","RightScreen_81_Y","RightScreen_82_X","RightScreen_82_Y","RightScreen_83_X","RightScreen_83_Y","WholeScreen_84_X","WholeScreen_84_Y","WholeScreen_85_X","WholeScreen_85_Y","WholeScreen_86_X","WholeScreen_86_Y","WholeScreen_87_X","WholeScreen_87_Y"
582,565.0,595.0,572.0,658.0,585.0,717.0,604.0,777.0,623.0,835.0,653.0,889.0,706.0,925.0,773.0,948.0,850.0,955.0,929.0,942.0,994.0,910.0,1051.0,869.0,1083.0,814.0,1095.0,751.0,1105.0,685.0,1112.0,621.0,1113.0,556.0,591.6,500.48,626.4,451.28,681.6,421.28,745.2,415.28,805.2,429.68,842.04,423.04,902.04,400.24,966.84,397.84,1028.04,423.04,1070.04,469.84,819.7777777777778,460.5111111111111,825.7777777777778,508.5111111111111,831.7777777777778,555.3111111111111,837.7777777777778,605.7111111111111,743.7777777777778,672.9111111111112,791.7777777777778,681.3111111111111,843.7777777777778,688.5111111111111,893.7777777777778,678.9111111111112,937.7777777777778,669.3111111111111,625.5333333333333,545.5,674.1333333333333,482.99999999999994,738.9333333333333,475.49999999999994,801.9333333333333,530.5,742.5333333333333,558.0,675.9333333333333,565.5,858.0666666666667,531.5,917.4666666666667,466.49999999999994,980.4666666666667,463.99999999999994,1036.2666666666667,516.5,987.6666666666667,546.5,921.0666666666667,549.0,713.54,778.34,760.34,739.94,808.4399999999999,713.54,838.34,720.74,866.9399999999999,711.14,918.9399999999999,732.74,969.64,768.74,924.14,808.34,877.34,826.34,843.54,831.14,809.74,828.74,764.24,816.74,739.54,777.14,811.04,753.14,839.64,754.34,869.54,751.94,944.9399999999999,768.74,872.14,773.54,840.9399999999999,775.94,811.04,774.74,565.0,157.0,1113.0,157.0,1113.0,955.0,565.0,955.0,591.6,397.84,1070.04,397.84,1070.04,565.5,591.6,565.5,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
583,563.0,595.0,570.0,659.0,584.0,720.0,602.0,780.0,621.0,838.0,652.0,891.0,705.0,928.0,771.0,950.0,849.0,957.0,928.0,944.0,993.0,913.0,1048.0,873.0,1080.0,817.0,1093.0,754.0,1103.0,688.0,1110.0,623.0,1111.0,556.0,590.68,500.12,625.48,453.32,680.68,424.52,744.28,417.32,801.88,431.72,841.24,425.0,900.04,402.2,964.84,401.0,1026.04,425.0,1066.84,471.8,818.2222222222222,463.3555555555556,824.2222222222222,511.35555555555555,830.2222222222222,559.3555555555556,838.2222222222222,609.7555555555556,742.2222222222222,675.7555555555556,792.2222222222222,686.5555555555555,844.2222222222222,692.5555555555555,894.2222222222222,684.1555555555556,938.2222222222222,672.1555555555556,624.4,546.5,673.0,486.5,737.8,479.0,800.8,534.0,741.4,559.0,676.6,569.0,857.3333333333333,532.0,916.7333333333333,466.99999999999994,979.7333333333333,466.99999999999994,1033.7333333333333,522.0,985.1333333333333,552.0,920.3333333333333,552.0,713.6,781.47,760.4,744.27,809.8,719.07,839.7,725.07,867.0,716.67,917.7,738.27,968.4,770.67,922.9,807.87,876.1,824.67,843.6,829.47,809.8,828.27,763.0,817.47,738.3,780.27,812.4,759.87,841.0,759.87,869.6,757.47,943.7,770.67,870.9,771.87,841.0,775.47,811.1,774.27,563.0,155.0,1111.0,155.0,1111.0,957.0,563.0,957.0,590.68,401.0,1066.84,401.0,1066.84,569.0,590.68,569.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
584,564.0,600.0,570.0,662.0,584.0,720.0,602.0,780.0,621.0,837.0,651.0,891.0,703.0,928.0,769.0,951.0,847.0,958.0,926.0,946.0,992.0,915.0,1048.0,874.0,1079.0,818.0,1094.0,755.0,1103.0,689.0,1110.0,625.0,1111.0,559.0,590.84,502.04,625.64,455.24,679.64,426.44,742.04,420.44,800.84,434.84,841.28,428.24,900.08,404.24,964.88,403.04,1024.88,425.84,1066.88,472.64,816.8888888888889,465.4222222222222,822.8888888888889,513.4222222222222,830.8888888888889,561.4222222222222,836.8888888888889,611.8222222222222,740.8888888888889,677.8222222222222,790.8888888888889,687.4222222222222,842.8888888888889,694.6222222222223,894.8888888888889,685.0222222222222,938.8888888888889,673.0222222222222,622.6666666666667,547.5,671.2666666666667,487.5,736.0666666666667,480.0,799.0666666666667,535.0,737.8666666666667,560.0,673.0666666666667,570.0,857.6,531.75,915.2,469.25,980.0,466.75,1034.0,521.75,985.4,551.75,918.8,551.75,712.8399999999999,783.63,759.64,746.43,807.74,721.23,837.64,728.43,866.24,718.83,916.9399999999999,739.23,967.64,772.83,920.84,807.63,874.04,824.43,840.24,829.23,806.4399999999999,828.03,760.9399999999999,817.23,737.54,782.43,809.04,763.23,838.9399999999999,763.23,868.84,760.83,942.9399999999999,772.83,868.84,770.43,838.9399999999999,774.03,807.74,772.83,564.0,160.0,1111.0,160.0,1111.0,958.0,564.0,958.0,590.84,403.04,1066.88,403.04,1066.88,570.0,590.84,570.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
585,561.0,598.0,569.0,660.0,582.0,719.0,599.0,779.0,617.0,837.0,647.0,892.0,699.0,930.0,765.0,953.0,844.0,962.0,925.0,950.0,992.0,919.0,1047.0,878.0,1078.0,822.0,1092.0,759.0,1102.0,692.0,1109.0,628.0,1111.0,561.0,588.48,504.24,624.48,456.24,679.68,427.44,743.28,420.24,802.08,435.84,839.96,430.0,899.96,406.0,965.96,406.0,1027.16,430.0,1067.96,478.0,816.5555555555555,465.20000000000005,822.5555555555555,513.2,830.5555555555555,562.4,838.5555555555555,614.0,740.5555555555555,678.8,790.5555555555555,689.6,844.5555555555555,696.8,894.5555555555555,686.0,940.5555555555555,674.0,622.5333333333333,549.75,671.1333333333333,489.74999999999994,735.9333333333333,482.24999999999994,798.9333333333333,534.75,739.5333333333333,562.25,672.9333333333333,572.25,857.7333333333333,532.5,915.3333333333333,469.99999999999994,980.1333333333333,472.49999999999994,1034.1333333333332,525.0,983.7333333333333,555.0,918.9333333333333,555.0,711.255,784.66,760.655,747.46,810.0550000000001,722.26,838.655,729.46,868.5550000000001,719.86,917.955,740.26,968.655,773.86,921.855,807.46,875.0550000000001,824.26,841.255,829.06,807.455,829.06,760.655,818.26,737.255,784.66,811.355,761.86,841.255,763.06,869.855,759.46,943.955,773.86,869.855,772.66,838.655,776.26,808.755,776.26,561.0,160.0,1111.0,160.0,1111.0,962.0,561.0,962.0,588.48,406.0,1067.96,406.0,1067.96,572.25,588.48,572.25,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
586,565.0,594.0,571.0,656.0,583.0,715.0,600.0,776.0,617.0,837.0,647.0,893.0,698.0,935.0,763.0,961.0,842.0,970.0,924.0,960.0,989.0,927.0,1045.0,884.0,1078.0,827.0,1092.0,762.0,1102.0,695.0,1110.0,630.0,1112.0,563.0,591.64,506.56,625.24,456.16,681.64,426.16,745.24,420.16,805.24,436.96,840.88,431.04,900.88,405.84,968.08,405.84,1029.28,431.04,1068.88,480.24,817.7777777777778,466.5777777777778,823.7777777777778,514.5777777777778,831.7777777777778,561.3777777777777,839.7777777777778,611.7777777777778,741.7777777777778,677.7777777777778,789.7777777777778,687.3777777777777,843.7777777777778,694.5777777777778,895.7777777777778,684.9777777777778,941.7777777777778,672.9777777777778,624.8,550.25,671.6,487.75,738.2,480.25,801.2,535.25,740.0,562.75,675.2,572.75,856.0666666666667,535.5,915.4666666666667,468.0,980.2666666666667,468.0,1034.2666666666667,525.5,983.8666666666667,555.5,919.0666666666667,555.5,711.105,789.87,759.205,745.47,809.905,719.07,839.8050000000001,726.27,871.005,716.67,921.705,738.27,969.8050000000001,776.67,923.005,816.27,874.905,834.27,839.8050000000001,840.27,806.005,839.07,759.205,825.87,737.105,787.47,811.205,759.87,841.105,759.87,872.3050000000001,757.47,945.105,777.87,872.3050000000001,785.07,839.8050000000001,788.67,808.605,788.67,565.0,156.0,1112.0,156.0,1112.0,970.0,565.0,970.0,591.64,405.84,1068.88,405.84,1068.88,572.75,591.64,572.75,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
587,565.0,592.0,572.0,657.0,584.0,719.0,602.0,782.0,619.0,845.0,648.0,903.0,699.0,948.0,765.0,976.0,844.0,986.0,925.0,973.0,991.0,939.0,1045.0,893.0,1077.0,834.0,1093.0,768.0,1104.0,700.0,1112.0,635.0,1115.0,569.0,594.76,504.48,628.36,454.08,683.56,424.08,748.36,419.28,805.96,436.08,844.16,429.92,904.16,405.92,970.16,405.92,1030.16,431.12,1067.36,479.12,821.6666666666666,469.33333333333337,827.6666666666666,514.9333333333333,835.6666666666666,559.3333333333334,841.6666666666666,607.3333333333334,739.6666666666666,674.5333333333333,791.6666666666666,685.3333333333334,845.6666666666666,691.3333333333334,897.6666666666666,682.9333333333333,943.6666666666666,670.9333333333333,629.3333333333333,548.25,676.1333333333333,488.25000000000006,740.9333333333333,480.75000000000006,802.1333333333333,535.75,742.7333333333333,563.25,679.7333333333333,570.75,863.2,532.25,919.0,472.25000000000006,982.0,474.75000000000006,1034.2,529.75,983.8,557.25,920.8,554.75,706.845,797.8,752.345,743.8,808.245,715.0,840.745,719.8,874.545,713.8,930.4449999999999,737.8,977.245,788.2,931.745,833.8,879.745,855.4,842.045,859.0,804.345,857.8,752.345,842.2,730.245,795.4,809.545,752.2,842.045,752.2,875.845,751.0,955.145,787.0,875.845,811.0,840.745,813.4,806.9449999999999,813.4,565.0,152.0,1115.0,152.0,1115.0,986.0,565.0,986.0,594.76,405.92,1067.36,405.92,1067.36,570.75,594.76,570.75,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
588,566.0,596.0,573.0,662.0,587.0,723.0,605.0,785.0,623.0,848.0,652.0,907.0,702.0,953.0,767.0,983.0,848.0,993.0,928.0,980.0,993.0,945.0,1046.0,899.0,1078.0,839.0,1095.0,772.0,1105.0,704.0,1113.0,638.0,1117.0,571.0,596.8,504.84,629.2,453.24,684.4,422.04,749.2,416.04,810.4,432.84,849.36,426.76,909.36,403.96,974.16,402.76,1032.96,429.16,1070.16,478.36,825.1111111111111,466.6,833.1111111111111,511.0,841.1111111111111,555.4,849.1111111111111,602.2,741.1111111111111,670.6,795.1111111111111,680.2,849.1111111111111,686.2,903.1111111111111,677.8,949.1111111111111,667.0,630.5333333333333,549.75,677.3333333333333,482.25,743.9333333333333,477.25,806.9333333333333,532.25,747.5333333333333,559.75,682.7333333333333,569.75,865.4,531.75,921.2,466.75000000000006,986.0,466.75000000000006,1038.2,529.25,989.6,554.25,926.6,554.25,710.6800000000001,802.95,752.28,739.35,809.48,708.15,844.58,714.15,880.98,708.15,939.48,734.55,982.38,795.75,942.08,847.35,887.48,870.15,847.1800000000001,873.75,806.88,872.55,753.58,854.55,732.78,800.55,810.78,745.35,845.88,742.95,882.28,744.15,961.58,793.35,883.58,824.55,845.88,826.95,808.1800000000001,825.75,566.0,149.0,1117.0,149.0,1117.0,993.0,566.0,993.0,596.8,402.76,1070.16,402.76,1070.16,569.75,596.8,569.75,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
589,570.0,602.0,577.0,665.0,591.0,726.0,608.0,788.0,625.0,849.0,655.0,907.0,705.0,952.0,770.0,982.0,852.0,992.0,933.0,980.0,998.0,945.0,1051.0,898.0,1082.0,839.0,1098.0,772.0,1109.0,705.0,1118.0,641.0,1121.0,574.0,600.84,496.52,634.44,446.12,688.44,414.92,753.24,411.32,812.04,428.12,855.4,422.6,915.4,399.8,980.2,399.8,1037.8,427.4,1076.2,475.4,830.4444444444445,462.55555555555554,838.4444444444445,505.7555555555556,846.4444444444445,550.1555555555556,854.4444444444445,596.9555555555555,746.4444444444445,667.7555555555556,798.4444444444445,676.1555555555556,854.4444444444445,683.3555555555556,906.4444444444445,674.9555555555555,952.4444444444445,665.3555555555556,633.2666666666667,543.25,681.8666666666667,480.75000000000006,748.4666666666667,478.25000000000006,809.6666666666667,530.75,750.2666666666667,558.25,685.4666666666667,565.75,870.6666666666667,530.0,926.4666666666667,467.50000000000006,991.2666666666667,470.00000000000006,1041.6666666666667,527.5,993.0666666666667,552.5,931.8666666666667,552.5,709.0,800.92,754.5,734.92,814.3,703.72,850.7,709.72,888.4,703.72,949.5,731.32,992.4,796.12,952.1,847.72,894.9,869.32,853.3,872.92,811.7,871.72,754.5,852.52,729.8,798.52,815.6,739.72,852.0,738.52,888.4,738.52,972.9,793.72,891.0,828.52,852.0,828.52,813.0,827.32,570.0,156.0,1121.0,156.0,1121.0,992.0,570.0,992.0,600.84,399.8,1076.2,399.8,1076.2,565.75,600.84,565.75,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
590,573.0,606.0,581.0,668.0,595.0,727.0,611.0,787.0,629.0,847.0,659.0,904.0,710.0,948.0,777.0,977.0,859.0,985.0,942.0,973.0,1007.0,938.0,1060.0,891.0,1089.0,831.0,1105.0,764.0,1115.0,699.0,1122.0,635.0,1124.0,571.0,607.0,488.72,639.4,435.92,693.4,404.72,758.2,402.32,817.0,420.32,862.64,415.88,921.44,391.88,986.24,390.68,1043.84,417.08,1079.84,467.48,837.4444444444445,455.55555555555554,845.4444444444445,498.7555555555556,853.4444444444445,543.1555555555556,861.4444444444445,589.9555555555555,751.4444444444445,659.5555555555555,805.4444444444445,669.1555555555556,861.4444444444445,676.3555555555556,915.4444444444445,667.9555555555555,959.4444444444445,659.5555555555555,639.2666666666667,537.5,687.8666666666667,475.0,754.4666666666667,470.0,815.6666666666667,525.0,756.2666666666667,552.5,691.4666666666667,560.0,876.0,524.0,933.6,461.5,998.4,461.5,1048.8,521.5,1000.2,546.5,939.0,549.0,711.4449999999999,797.3,758.245,728.9,819.345,697.7,857.045,704.9,896.045,698.9,954.545,726.5,997.4449999999999,791.3,955.845,841.7,899.9449999999999,862.1,858.345,865.7,815.4449999999999,864.5,758.245,847.7,730.9449999999999,793.7,820.645,733.7,858.345,732.5,896.045,732.5,977.9449999999999,788.9,897.345,818.9,855.745,821.3,818.045,821.3,573.0,157.0,1124.0,157.0,1124.0,985.0,573.0,985.0,607.0,390.68,1079.84,390.68,1079.84,560.0,607.0,560.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
591,578.0,609.0,584.0,670.0,596.0,729.0,614.0,788.0,635.0,845.0,667.0,899.0,719.0,938.0,787.0,963.0,869.0,970.0,950.0,960.0,1015.0,927.0,1066.0,882.0,1093.0,823.0,1110.0,758.0,1121.0,694.0,1127.0,630.0,1128.0,568.0,619.6,472.08,652.0,421.68,702.4,392.88,764.8,390.48,821.2,410.88,870.16,407.28,927.76,380.88,991.36,379.68,1045.36,406.08,1081.36,454.08,845.1111111111111,448.22222222222223,853.1111111111111,491.4222222222222,863.1111111111111,535.8222222222222,873.1111111111111,582.6222222222223,765.1111111111111,655.8222222222222,815.1111111111111,665.4222222222222,869.1111111111111,671.4222222222222,919.1111111111111,665.4222222222222,963.1111111111111,655.8222222222222,649.8666666666667,532.75,693.0666666666667,465.24999999999994,759.6666666666667,460.24999999999994,822.6666666666667,517.75,763.2666666666667,552.75,698.4666666666667,560.25,882.5333333333333,516.5,938.3333333333333,451.5,1003.1333333333333,456.5,1053.5333333333333,521.5,1006.7333333333333,549.0,943.7333333333333,549.0,716.89,789.65,766.29,721.25,828.6899999999999,691.25,866.39,698.45,904.09,692.45,962.59,720.05,1005.49,786.05,962.59,831.65,907.99,847.25,865.09,849.65,823.49,846.05,767.59,831.65,737.6899999999999,786.05,829.99,728.45,866.39,727.25,904.09,728.45,984.6899999999999,783.65,904.09,805.25,863.79,805.25,826.09,805.25,578.0,166.0,1128.0,166.0,1128.0,970.0,578.0,970.0,619.6,379.68,1081.36,379.68,1081.36,560.25,619.6,560.25,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
592,582.0,592.0,588.0,652.0,599.0,710.0,617.0,768.0,637.0,826.0,669.0,881.0,722.0,922.0,792.0,945.0,873.0,953.0,954.0,943.0,1019.0,913.0,1069.0,870.0,1098.0,815.0,1114.0,751.0,1124.0,687.0,1131.0,625.0,1133.0,563.0,623.52,461.32,654.72,409.72,707.52,378.52,769.92,378.52,826.32,398.92,876.0,396.2,934.8,368.6,998.4,367.4,1053.6,396.2,1087.2,446.6,851.0,439.33333333333337,859.0,482.5333333333333,869.0,525.7333333333333,879.0,572.5333333333333,765.0,646.9333333333333,819.0,655.3333333333334,875.0,662.5333333333333,929.0,655.3333333333334,975.0,645.7333333333333,655.6,523.75,698.8,456.25,767.2,451.25,830.2,511.25,769.0,541.25,704.2,551.25,887.5333333333333,510.25,943.3333333333333,445.25,1008.1333333333333,447.75,1058.5333333333333,515.25,1011.7333333333333,540.25,948.7333333333333,540.25,722.5899999999999,777.86,774.59,711.86,835.6899999999999,683.06,872.09,690.26,909.79,684.26,966.99,710.66,1011.19,773.06,968.29,815.06,914.99,828.26,873.39,830.66,833.09,828.26,777.1899999999999,816.26,745.99,774.26,836.99,721.46,873.39,719.06,909.79,720.26,989.09,770.66,911.09,786.26,872.09,786.26,835.6899999999999,786.26,582.0,173.0,1133.0,173.0,1133.0,953.0,582.0,953.0,623.52,367.4,1087.2,367.4,1087.2,551.25,623.52,551.25,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
593,587.0,589.0,593.0,647.0,604.0,702.0,621.0,760.0,643.0,816.0,677.0,869.0,732.0,907.0,802.0,929.0,884.0,935.0,965.0,926.0,1031.0,897.0,1082.0,854.0,1107.0,796.0,1120.0,734.0,1129.0,671.0,1133.0,609.0,1133.0,550.0,628.12,454.72,660.52,401.92,714.52,369.52,778.12,367.12,835.72,388.72,882.88,384.56,942.88,358.16,1006.48,359.36,1061.68,390.56,1094.08,443.36,858.8888888888889,431.15555555555557,868.8888888888889,474.35555555555555,878.8888888888889,518.7555555555556,890.8888888888889,564.3555555555556,778.8888888888889,638.7555555555556,832.8888888888889,649.5555555555555,886.8888888888889,655.5555555555555,936.8888888888889,649.5555555555555,978.8888888888889,639.9555555555555,659.1333333333333,518.75,705.9333333333333,448.75,774.3333333333333,443.75,839.1333333333333,506.25,777.9333333333333,533.75,709.5333333333333,543.75,891.8666666666667,505.0,949.4666666666667,437.5,1016.0666666666667,442.5,1064.6666666666667,510.0,1017.8666666666667,532.5,953.0666666666667,532.5,733.0550000000001,759.34,788.955,701.74,847.455,675.34,879.955,682.54,916.355,676.54,969.655,701.74,1015.155,755.74,972.255,792.94,921.5550000000001,807.34,882.5550000000001,809.74,846.155,807.34,791.5550000000001,795.34,759.0550000000001,756.94,848.755,710.14,879.955,710.14,915.0550000000001,711.34,990.455,753.34,917.655,766.54,879.955,766.54,847.455,765.34,587.0,165.0,1133.0,165.0,1133.0,935.0,587.0,935.0,628.12,358.16,1094.08,358.16,1094.08,543.75,628.12,543.75,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
594,588.0,576.0,594.0,637.0,603.0,697.0,621.0,757.0,646.0,814.0,686.0,867.0,748.0,901.0,819.0,920.0,897.0,926.0,974.0,915.0,1036.0,885.0,1087.0,843.0,1113.0,785.0,1129.0,724.0,1137.0,660.0,1138.0,596.0,1134.0,535.0,632.04,451.08,664.44,397.08,718.44,363.48,782.04,359.88,842.04,381.48,890.48,378.64,948.08,353.44,1009.28,353.44,1064.48,383.44,1095.68,435.04,863.3333333333334,428.4666666666667,875.3333333333334,470.4666666666667,887.3333333333334,513.6666666666666,899.3333333333334,558.0666666666667,789.3333333333334,636.0666666666667,839.3333333333334,645.6666666666666,895.3333333333334,650.4666666666667,945.3333333333334,644.4666666666667,985.3333333333334,633.6666666666666,666.8,510.5,713.6,443.0,780.2,438.0,845.0,500.5,782.0,530.5,715.4,535.5,896.6,500.0,956.0,432.5,1020.8,435.0,1071.2,497.5,1022.6,527.5,957.8,527.5,740.22,747.99,797.42,701.19,854.62,675.99,887.12,681.99,917.02,674.79,970.3199999999999,696.39,1018.42,743.19,974.22,776.79,926.12,791.19,892.3199999999999,793.59,857.22,791.19,801.3199999999999,779.19,767.52,745.59,857.22,711.99,889.72,711.99,919.62,710.79,992.42,740.79,922.22,749.19,889.72,749.19,857.22,747.99,588.0,144.0,1138.0,144.0,1138.0,926.0,588.0,926.0,632.04,353.44,1095.68,353.44,1095.68,535.5,632.04,535.5,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
595,594.0,566.0,600.0,628.0,609.0,687.0,626.0,748.0,652.0,807.0,692.0,860.0,753.0,893.0,823.0,911.0,902.0,917.0,979.0,906.0,1042.0,877.0,1093.0,835.0,1119.0,777.0,1134.0,717.0,1141.0,653.0,1143.0,591.0,1139.0,531.0,635.84,445.96,669.44,393.16,723.44,359.56,787.04,355.96,848.24,376.36,897.32,373.6,954.92,348.4,1017.32,348.4,1072.52,378.4,1104.92,431.2,870.0,422.33333333333337,882.0,465.5333333333333,892.0,507.5333333333333,904.0,553.1333333333333,794.0,631.1333333333333,846.0,640.7333333333333,900.0,645.5333333333333,950.0,638.3333333333334,990.0,628.7333333333333,670.4,505.75,717.2,438.25,785.6,433.25,850.4,495.75,785.6,523.25,720.8,530.75,902.4666666666667,496.25,961.8666666666667,428.75,1028.4666666666667,431.25,1077.0666666666666,493.75,1028.4666666666667,523.75,963.6666666666667,521.25,748.76,740.99,805.96,696.59,861.86,671.39,893.0600000000001,677.39,922.96,670.19,974.96,691.79,1023.0600000000001,734.99,978.86,767.39,932.0600000000001,781.79,898.26,785.39,863.16,782.99,811.16,770.99,776.0600000000001,737.39,863.16,708.59,894.36,709.79,924.26,708.59,997.0600000000001,732.59,926.86,737.39,895.66,738.59,864.46,736.19,594.0,145.0,1143.0,145.0,1143.0,917.0,594.0,917.0,635.84,348.4,1104.92,348.4,1104.92,530.75,635.84,530.75,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
